index,cluster,true_label,umap1,umap2
22116,6,7,6.4632177,8.7553425
22117,1,9,9.46666,9.460993
22118,9,0,8.133772,6.5491104
22119,4,5,3.8239279,7.0018687
22120,2,7,5.6089187,7.979754
22121,7,7,1.7720375,8.425355
22122,0,2,3.7759519,10.035489
22123,8,0,7.7132726,4.705643
22124,4,4,2.7861664,7.715851
22125,6,3,7.3082833,9.066326
22126,0,7,3.8651965,10.134446
22127,1,9,9.772252,9.091909
22128,8,7,6.3177733,8.385834
22129,9,0,7.60408,6.9000535
22130,1,7,8.949749,10.163035
22131,4,5,2.7096019,6.036959
22132,4,8,8.310129,5.7454205
22133,2,4,7.0879917,8.000873
22134,6,9,7.6176167,9.075402
22135,2,3,4.054062,5.7856727
22136,7,7,1.3181791,7.5722795
22137,6,4,8.054406,8.103908
22138,4,7,3.4997246,6.471502
22139,0,4,1.7825398,10.762399
22140,6,9,6.919303,7.0257835
22141,9,8,9.045643,6.659976
22142,8,0,6.7919126,5.9493384
22143,5,3,2.7857018,5.055962
22144,0,4,2.0569828,9.553454
22145,3,1,5.955138,4.3347116
22146,2,0,6.208362,8.226338
22147,6,8,8.7583065,7.7786164
22148,6,4,5.92839,9.840539
22149,0,4,2.0415072,9.98711
22150,6,9,6.676992,9.013746
22151,3,1,6.263837,7.3489943
22152,1,9,8.947577,9.411499
22153,0,4,1.1172466,11.01555
22154,9,1,7.409528,6.7449527
22155,4,2,2.398014,5.9927278
22156,6,9,7.6476564,9.6522
22157,0,6,0.8081179,9.708253
22158,3,5,5.659054,6.9317846
22159,8,0,6.7107363,6.429641
22160,1,9,8.87274,9.350732
22161,6,3,6.482556,10.159858
22162,1,9,8.69474,9.821789
22163,6,1,6.870599,8.6347685
22164,3,0,7.547424,7.700609
22165,3,1,6.0866904,4.1716104
22166,2,9,4.5277853,8.504089
22167,6,0,8.118528,8.254218
22168,4,2,3.074171,8.800728
22169,6,7,6.117717,9.183709
22170,0,2,1.2592288,10.668067
22171,7,3,2.6550555,8.338741
22172,9,8,8.380003,8.514901
22173,0,4,0.81187475,9.708384
22174,8,5,5.049287,6.337958
22175,3,1,6.949367,7.3232145
22176,7,6,1.2957373,6.6706767
22177,6,8,5.9045835,7.772273
22178,8,0,6.252163,7.6835995
22179,4,7,3.0266435,6.694456
22180,7,7,2.245832,7.426425
22181,3,9,7.339485,7.9768205
22182,6,9,6.1263514,8.646839
22183,0,4,1.3870219,10.107135
22184,5,5,2.6432362,4.5433006
22185,0,4,3.769759,9.470058
22186,6,9,7.4848566,9.064005
22187,0,9,3.2937126,10.333168
22188,2,5,3.6525645,8.95622
22189,9,0,8.039583,5.3261437
22190,7,0,2.151848,8.3666935
22191,7,6,1.0902689,8.447808
22192,0,4,3.3356936,8.871961
22193,7,3,2.0091858,8.138788
22194,9,0,8.410626,7.691624
22195,2,4,5.659166,6.3299747
22196,6,9,8.033221,8.902959
22197,6,9,6.739335,8.325177
22198,0,7,3.3026674,9.773184
22199,2,9,8.231601,9.609162
22200,3,0,7.6978374,6.7514515
22201,6,7,6.816607,8.518733
22202,0,4,1.5145141,10.183179
22203,7,4,1.0359643,9.627002
22204,2,7,4.7264924,9.659934
22205,9,4,8.500915,5.2455363
22206,2,9,7.1879187,8.474273
22207,6,7,6.772926,8.88329
22208,9,9,8.981269,5.94934
22209,2,3,3.807492,7.575239
22210,0,4,1.5078442,9.839132
22211,0,2,2.3958325,9.967743
22212,3,1,6.327451,6.9013863
22213,0,4,1.2639151,10.985454
22214,9,8,7.9007754,6.6952643
22215,9,2,8.5002365,4.915732
22216,4,3,8.446137,5.6318326
22217,2,1,5.6610484,7.3405757
22218,9,8,9.069537,7.4870033
22219,0,7,4.3918543,10.203725
22220,6,9,7.4076443,8.075511
22221,0,1,4.0622873,10.094
22222,0,7,5.103522,9.235939
22223,0,3,2.6606567,10.401916
22224,5,5,2.3116982,5.653489
22225,2,5,4.510473,5.8004804
22226,4,3,3.313573,7.7731566
22227,0,1,2.132278,10.789425
22228,6,2,6.5778346,9.060903
22229,5,5,3.7070234,4.6665864
22230,0,4,2.11851,10.250653
22231,6,3,6.3700337,9.940276
22232,5,5,2.550705,5.4365134
22233,3,9,6.933654,7.497935
22234,6,8,7.7997017,8.601659
22235,4,5,5.1018615,5.8225193
22236,8,6,5.326134,5.290767
22237,7,6,2.1116269,7.7525277
22238,2,0,5.2082515,6.5964847
22239,5,3,3.514771,5.383473
22240,6,9,8.20414,9.973094
22241,7,4,0.8506746,8.9364
22242,7,6,1.7279983,8.545953
22243,0,4,1.5028721,10.745218
22244,2,3,6.217375,8.352539
22245,4,3,3.6215591,6.6383033
22246,7,4,1.8114071,8.215258
22247,4,4,2.8338816,8.019554
22248,0,2,3.1886315,9.964273
22249,8,0,4.962237,8.12489
22250,8,2,6.7421265,4.4749765
22251,7,3,1.1683432,7.698608
22252,6,9,8.268742,8.946539
22253,2,3,4.7035947,6.946296
22254,8,0,6.9408727,4.4675717
22255,4,8,4.9374657,7.7809577
22256,4,6,2.3133926,7.623317
22257,3,0,6.935338,5.5460167
22258,1,0,8.597307,9.675165
22259,2,4,3.633825,8.357217
22260,7,6,0.7489678,8.486956
22261,2,1,4.963578,6.9427032
22262,9,8,8.475488,7.176568
22263,0,6,2.5144358,9.63027
22264,6,0,6.7461543,8.329675
22265,1,1,7.9086986,6.82186
22266,2,6,4.236696,10.036898
22267,8,7,4.1434655,8.276622
22268,3,8,7.8365355,5.6314
22269,6,1,7.5457945,8.932524
22270,9,1,7.715042,7.7105
22271,6,0,7.280565,8.971812
22272,2,7,5.4973054,5.43545
22273,3,3,6.281347,7.4062104
22274,0,4,2.1319246,10.727376
22275,0,2,4.127781,9.722463
22276,9,0,4.8189445,6.4930625
22277,0,6,2.7457511,10.689546
22278,7,3,3.602451,6.086585
22279,1,2,3.9806926,7.1793933
22280,7,2,1.0271012,7.5885143
22281,8,2,5.445641,4.9886913
22282,7,6,1.7020518,6.9704623
22283,0,6,1.1446868,9.385861
22284,0,4,0.88512117,10.484449
22285,6,9,7.5466375,9.203675
22286,8,0,7.0492473,4.794249
22287,0,2,3.2174077,9.625795
22288,0,4,1.7456833,11.019452
22289,0,5,2.6361072,9.255025
22290,0,6,2.6047885,9.931682
22291,0,7,3.7452383,9.8952875
22292,6,1,7.558507,8.682643
22293,8,0,6.874297,4.7806444
22294,2,3,4.202055,7.2809386
22295,5,6,3.8477554,4.601178
22296,3,9,6.6491055,7.2767715
22297,7,2,2.1918693,7.399928
22298,1,1,10.3902855,9.77837
22299,8,0,8.118651,4.4649067
22300,3,8,7.726172,10.70946
22301,8,5,4.3369274,5.9940577
22302,6,3,6.5547915,8.063899
22303,8,1,5.4055977,4.8383856
22304,9,0,8.28095,7.6226125
22305,4,5,2.9624717,6.949306
22306,1,1,9.244257,9.951925
22307,0,2,4.4530725,10.018339
22308,9,0,8.275554,4.712326
22309,2,7,6.4766235,8.119848
22310,6,2,5.486935,10.00775
22311,1,9,8.006502,10.698516
22312,0,7,3.6784768,9.628827
22313,7,2,0.7214628,9.056245
22314,6,1,8.384384,9.613015
22315,6,9,7.1350555,7.02684
22316,9,1,7.2859316,7.7331405
22317,2,0,4.488737,7.7116985
22318,7,4,1.1586722,8.057589
22319,4,7,3.3402205,7.3754697
22320,9,0,8.409716,5.871372
22321,2,5,4.964852,9.346763
22322,1,2,8.134114,7.675096
22323,2,7,4.4050536,9.431018
22324,6,7,5.48232,9.176995
22325,4,7,3.04181,6.751499
22326,9,0,8.490268,5.543368
22327,6,7,4.7878633,9.493723
22328,5,6,3.6510115,4.9389634
22329,5,0,3.9383507,4.8751006
22330,3,9,6.523256,6.7282457
22331,3,2,2.4512298,7.542199
22332,0,6,3.4093885,10.716527
22333,1,9,9.362238,9.589098
22334,8,1,6.2744927,4.986897
22335,3,1,4.875298,7.2431703
22336,5,5,2.7051435,8.981756
22337,0,6,1.4790106,10.418999
22338,5,5,3.3879673,5.442113
22339,7,6,1.9465106,7.5494413
22340,9,8,9.242566,6.717808
22341,0,7,3.9436502,9.364091
22342,5,5,2.817671,5.2387953
22343,7,4,0.62253684,9.174542
22344,0,7,3.398326,9.023967
22345,0,6,2.5119264,9.045004
22346,6,9,7.3660636,8.62552
22347,7,6,1.6397785,7.6016836
22348,2,9,7.006126,8.025912
22349,6,1,7.752108,8.99851
22350,9,0,9.354875,8.126273
22351,2,6,3.8451164,7.3920975
22352,0,4,0.84496117,10.038008
22353,7,6,1.9133387,8.558024
22354,7,6,1.3746085,7.3842106
22355,4,5,3.597002,5.888909
22356,0,6,0.8221415,9.554615
22357,1,5,7.960729,9.475649
22358,4,1,3.882554,6.763929
22359,6,7,5.629086,9.289842
22360,0,4,3.4815729,9.437442
22361,0,4,2.2992837,10.318403
22362,7,6,1.6259122,6.807164
22363,7,6,1.0794157,8.5430765
22364,2,3,6.163868,5.8017726
22365,1,1,9.679109,9.3826475
22366,6,9,7.1155124,9.969514
22367,1,9,9.688755,9.675189
22368,1,3,5.766384,9.103594
22369,0,4,1.5925831,9.687007
22370,1,0,9.499969,9.4688425
22371,0,4,4.7502546,9.266878
22372,1,1,9.336515,10.081957
22373,0,2,2.3290813,10.024403
22374,3,8,6.8511276,6.866605
22375,0,2,2.951013,9.820417
22376,2,2,3.8175173,10.224051
22377,5,3,4.7676735,4.174922
22378,2,4,4.9814386,8.092338
22379,3,1,7.2069654,7.8285046
22380,8,7,6.0746098,5.01993
22381,4,7,4.198763,7.914959
22382,6,1,7.830835,8.72917
22383,9,0,7.99211,4.8248014
22384,0,6,2.0823352,9.122516
22385,6,4,6.6698117,9.50382
22386,0,4,2.6613898,10.466538
22387,2,5,3.9591339,7.90241
22388,1,1,10.341062,9.407524
22389,7,6,1.0723788,8.481938
22390,5,5,3.6341283,5.624591
22391,0,4,3.9545612,10.620551
22392,5,5,2.2495065,4.775159
22393,0,6,2.624984,9.527615
22394,8,1,5.9842844,4.69829
22395,4,1,4.8558073,8.797978
22396,3,1,5.74649,7.281452
22397,7,2,1.3004826,8.159144
22398,0,7,3.9768443,10.206261
22399,3,1,7.405959,8.103586
22400,9,8,8.680698,7.512622
22401,9,8,8.401516,7.5506654
22402,7,3,1.9054064,7.0266523
22403,0,7,4.703334,8.654163
22404,4,6,2.0589216,7.5438924
22405,4,7,3.7621918,6.9900794
22406,7,3,1.5795575,8.650108
22407,2,5,4.512595,6.593884
22408,8,0,7.545829,7.0661306
22409,1,8,9.1580305,9.711392
22410,2,0,7.756129,6.396379
22411,3,3,6.3158965,7.558982
22412,5,5,2.7164955,5.0811896
22413,8,3,5.6105824,5.7290354
22414,8,7,5.8090906,5.749712
22415,1,9,8.979777,9.627435
22416,1,5,10.459747,9.655619
22417,0,4,1.5221858,8.442984
22418,8,0,6.546249,4.777055
22419,8,1,5.3312473,5.6569734
22420,4,3,3.6946278,6.3228903
22421,3,1,9.617958,9.425081
22422,3,1,7.043973,7.107805
22423,5,5,2.822305,4.161408
22424,2,5,5.3156843,6.909673
22425,0,3,1.8159307,9.53266
22426,9,8,8.792056,5.7877564
22427,2,5,3.9665687,6.8688173
22428,0,6,1.1621802,10.907575
22429,8,7,6.247384,5.140661
22430,4,5,3.0143783,7.0416484
22431,7,4,2.7864392,7.9374843
22432,8,2,7.2857475,4.536746
22433,2,9,7.394569,10.067712
22434,4,5,3.3222258,8.0936775
22435,9,0,8.397904,6.5173593
22436,5,5,2.5285664,4.0343637
22437,2,1,6.211548,8.23285
22438,8,4,8.441569,5.549807
22439,0,6,1.6150807,9.735911
22440,9,8,8.403419,7.538103
22441,3,2,5.610015,7.4483256
22442,2,9,6.3942285,6.1352477
22443,8,4,5.267753,7.453757
22444,4,7,2.96176,8.597271
22445,2,5,5.838566,8.931916
22446,4,2,2.5772848,9.595904
22447,8,9,9.289487,8.822551
22448,3,2,7.2475424,5.527572
22449,2,0,6.575543,5.7538357
22450,2,1,5.841426,8.140765
22451,6,1,7.311783,8.69804
22452,2,9,5.6386247,8.34683
22453,0,3,2.5275366,8.9257555
22454,2,7,4.88992,8.547781
22455,9,8,9.119693,7.104429
22456,2,3,3.9501047,6.0458326
22457,8,7,5.721158,5.3130746
22458,8,0,7.935904,4.363672
22459,0,2,2.9488611,10.239463
22460,7,3,0.9918318,6.958045
22461,5,4,3.614497,8.220168
22462,8,8,7.091213,6.3922634
22463,4,3,3.6686144,7.0579944
22464,1,9,7.5460596,7.055888
22465,8,8,8.004746,6.4750023
22466,1,9,8.932496,9.392003
22467,7,3,0.7778874,7.752755
22468,2,4,3.807409,7.875056
22469,4,5,2.1577065,9.095315
22470,5,5,2.4308734,5.016099
22471,9,8,7.179336,6.8067784
22472,2,1,4.5166802,8.663221
22473,7,5,4.6300783,6.0090647
22474,2,1,9.084124,9.177433
22475,6,9,7.70657,7.805906
22476,1,6,2.5660448,8.607378
22477,0,8,5.1369753,9.505973
22478,2,5,4.417821,5.8032117
22479,3,1,6.217933,4.2110734
22480,0,4,0.81652117,9.792887
22481,4,3,3.7805357,6.9383016
22482,2,9,6.2447596,6.961577
22483,0,5,1.9735892,10.411434
22484,2,3,4.8111625,7.241084
22485,2,7,5.8697934,6.6339684
22486,0,2,2.7928467,9.173829
22487,0,5,2.1498346,10.761439
22488,4,6,2.763527,6.420795
22489,5,3,2.282201,5.2296124
22490,1,1,7.6835003,10.981656
22491,2,4,3.7432134,6.9503655
22492,3,8,6.9787555,6.654279
22493,7,5,2.032655,8.314451
22494,3,9,7.507795,7.0995297
22495,7,2,3.3826761,7.8590326
22496,9,8,8.284475,6.497728
22497,1,9,9.46986,9.4369335
22498,1,4,7.7226114,10.335021
22499,0,1,3.0020714,10.813746
22500,7,1,2.4607918,7.8285565
22501,4,7,4.452256,7.731198
22502,0,6,4.664514,4.659751
22503,3,1,6.571576,7.395912
22504,9,8,8.986149,6.943303
22505,1,3,9.127671,9.07264
22506,9,0,8.788075,7.206102
22507,5,3,3.1681771,5.6098595
22508,0,2,4.68575,9.908457
22509,6,4,4.6388164,9.789115
22510,3,2,5.862474,6.7676935
22511,0,2,2.8782723,10.44477
22512,3,3,4.9718213,5.42214
22513,6,4,8.195912,7.5793967
22514,9,8,9.186357,6.6204386
22515,7,2,1.6509849,6.1933155
22516,2,1,5.3935227,8.620793
22517,8,3,5.4606423,6.3447466
22518,8,8,8.917205,8.783163
22519,7,4,0.80630237,9.099901
22520,2,7,5.247721,8.370169
22521,2,0,5.6151714,8.2356615
22522,2,1,6.7233677,7.9676785
22523,0,3,3.2843688,9.219306
22524,3,8,7.920846,6.0243683
22525,7,6,1.1187261,6.9775295
22526,0,7,3.0993083,9.858862
22527,0,7,3.3800523,10.761737
22528,4,6,3.4006321,6.0562973
22529,7,1,7.536781,10.853677
22530,0,6,2.7200594,10.222701
22531,9,8,8.725752,7.5401425
22532,6,1,7.2956023,9.29363
22533,3,1,5.83459,7.206437
22534,6,6,6.7039757,9.056378
22535,8,2,5.243031,5.8277216
22536,0,4,2.659252,10.6866
22537,2,8,6.9925613,6.682725
22538,2,9,6.82827,7.431874
22539,8,2,5.49169,5.4652634
22540,9,0,8.855884,5.9728765
22541,4,7,2.9010012,6.69425
22542,2,3,3.343602,5.7055607
22543,1,9,8.6704445,9.78648
22544,8,4,7.5228596,7.7036614
22545,6,1,7.6435266,9.032655
22546,0,4,3.3996985,9.216087
22547,5,5,2.9937785,4.6762166
22548,5,3,2.5273082,5.890424
22549,6,3,6.6401234,9.098644
22550,0,6,2.8702452,10.9
22551,9,8,8.015137,7.208891
22552,2,1,5.9751096,8.37612
22553,6,1,7.7435465,8.912573
22554,7,7,3.0350997,6.835658
22555,5,3,4.698628,4.4085107
22556,1,9,8.020455,9.277755
22557,9,0,8.675166,5.0801697
22558,4,5,2.6501925,6.5162745
22559,0,6,1.3987957,10.3327055
22560,4,3,2.3612442,5.9137216
22561,0,2,1.874878,9.968068
22562,5,3,2.9799478,5.210249
22563,8,2,2.9470026,9.587853
22564,1,1,10.333122,9.730884
22565,5,3,1.9594717,5.2263203
22566,4,7,3.3277972,7.6435614
22567,7,6,1.2307702,6.4376817
22568,2,3,5.281617,5.9974055
22569,4,7,2.929843,8.06568
22570,8,2,3.5811768,9.770536
22571,4,2,2.5369601,6.3998175
22572,7,6,1.7828978,7.947409
22573,3,9,5.910402,7.294005
22574,6,7,6.3262215,8.776544
22575,0,4,1.5039586,9.037921
22576,9,8,8.246158,6.6986065
22577,6,3,7.119995,9.061462
22578,6,8,7.7010865,10.25714
22579,3,0,6.528266,7.553231
22580,0,4,1.5586135,10.182711
22581,1,8,9.6114235,8.857517
22582,9,4,8.284243,6.331825
22583,9,8,8.239496,5.9030294
22584,0,8,4.121819,10.560198
22585,7,7,5.165732,7.9899163
22586,3,1,6.377157,6.7738104
22587,4,2,6.0544705,6.4972615
22588,8,0,7.0027966,5.5329638
22589,1,8,7.6240263,6.8167806
22590,5,5,2.59683,5.1796327
22591,7,2,2.1085331,7.1731997
22592,8,7,6.148696,7.6084137
22593,4,3,2.25786,5.9844875
22594,8,2,5.3831444,5.904785
22595,2,7,4.932445,7.567975
22596,2,1,6.388699,7.804854
22597,9,8,5.397688,8.903386
22598,6,9,7.3394485,10.101193
22599,4,7,4.3078876,8.336725
22600,3,8,7.2698393,7.619546
22601,2,7,9.497353,9.061739
22602,0,2,1.4855608,10.526712
22603,7,2,2.3795564,7.955184
22604,9,0,7.6721163,7.611764
22605,2,9,5.529585,6.1442513
22606,2,4,3.9571018,9.133056
22607,6,1,7.064539,8.944359
22608,8,0,6.5882535,5.501658
22609,9,0,8.565494,6.0674844
22610,7,6,1.9939467,8.164996
22611,2,3,4.463892,5.6950736
22612,4,7,3.4715014,8.771726
22613,4,5,2.2923963,6.234293
22614,9,9,7.8413625,7.802291
22615,4,7,3.7669015,8.497613
22616,0,8,2.530045,10.852974
22617,8,4,5.8918524,6.057779
22618,2,2,4.7893033,6.7603583
22619,6,4,6.3142047,9.134947
22620,5,3,2.4435525,5.128336
22621,0,4,1.590113,9.811688
22622,6,0,7.3500757,8.010207
22623,1,9,8.993414,9.326078
22624,7,7,3.9922378,8.68506
22625,1,7,7.777,10.156631
22626,4,7,3.7046564,8.415401
22627,6,1,6.9957123,8.742867
22628,9,0,8.532874,5.7279344
22629,3,9,7.2986746,10.63491
22630,0,5,2.043393,9.537766
22631,4,6,3.8716526,6.1746078
22632,1,5,7.7146,6.9520063
22633,6,9,6.9903054,8.90299
22634,3,3,5.3892436,6.9734073
22635,3,8,7.3795104,8.18102
22636,3,1,6.7237935,8.186898
22637,4,9,3.8655138,6.989899
22638,4,3,4.5061755,5.532907
22639,4,2,2.5645163,6.02962
22640,7,6,1.9146898,8.932538
22641,2,0,6.5067735,8.1920185
22642,0,4,5.4716063,10.12754
22643,1,9,8.596185,9.9666605
22644,2,8,6.40375,8.09028
22645,8,0,7.3768854,5.3382564
22646,6,4,7.808444,8.612386
22647,6,7,6.118751,9.542852
22648,2,0,5.444696,7.0881715
22649,6,8,7.9424577,8.4149275
22650,8,5,4.9324284,5.3268046
22651,6,9,7.989189,7.840017
22652,2,9,6.1620936,5.607023
22653,4,7,2.9455001,8.808987
22654,0,6,1.5577936,9.994766
22655,0,7,4.7242603,9.956852
22656,3,1,7.193135,7.466906
22657,2,5,3.6868975,6.4910626
22658,1,1,8.826482,9.584509
22659,3,1,6.5498686,7.380482
22660,8,3,4.80365,4.667852
22661,9,8,8.75118,7.3262424
22662,4,3,2.9427183,6.993403
22663,6,9,8.143436,9.226841
22664,3,3,5.250442,7.079298
22665,3,0,6.2403784,7.7651477
22666,4,5,3.8476207,6.882656
22667,4,2,3.439333,6.513036
22668,9,8,8.340533,7.1948104
22669,0,7,3.601367,9.278866
22670,0,6,1.286776,9.080237
22671,5,5,2.874744,6.0240154
22672,0,2,0.8749476,10.410874
22673,0,4,1.4428537,9.986502
22674,8,0,7.627842,4.346765
22675,3,1,6.3683558,7.1690927
22676,8,2,2.9420962,9.537012
22677,5,4,2.1370137,5.0000854
22678,2,7,4.8278728,7.9524164
22679,4,5,3.427162,6.521667
22680,8,0,7.5537877,4.1727514
22681,2,5,5.7802277,9.594044
22682,9,8,9.011392,7.1145597
22683,8,4,6.7985554,4.8292556
22684,2,0,5.634031,7.6101756
22685,2,9,6.6515474,7.8967953
22686,4,6,2.984566,6.2557893
22687,4,7,2.8930902,8.64168
22688,0,0,3.611948,10.664802
22689,3,1,6.603058,6.9709654
22690,8,0,7.0191007,5.3224688
22691,9,2,9.002429,6.739808
22692,9,0,8.867713,7.002956
22693,9,0,7.84528,4.550376
22694,2,9,6.6208954,6.445818
22695,8,3,5.4835424,5.0055485
22696,6,8,8.006764,8.276155
22697,2,1,5.740248,8.032429
22698,7,4,0.7608639,7.765557
22699,8,0,7.316015,5.242007
22700,4,3,3.3400104,6.137619
22701,7,3,1.5240744,7.695043
22702,2,2,7.751062,10.787333
22703,6,7,6.125495,9.142416
22704,0,7,3.692938,10.080421
22705,8,8,7.841987,6.2761517
22706,6,7,7.3169584,9.677318
22707,2,5,3.7914803,7.1625504
22708,4,2,2.8088353,9.357933
22709,0,6,1.8170421,9.646201
22710,3,1,7.348068,8.045653
22711,3,4,5.84447,6.7277584
22712,0,8,4.9868674,9.767579
22713,8,0,7.4625435,4.1044974
22714,6,8,7.448395,8.36482
22715,4,5,3.7755804,6.4014893
22716,3,0,6.516294,7.585768
22717,5,4,2.9821093,5.5322247
22718,3,9,7.80523,10.427755
22719,1,9,9.351966,9.763885
22720,8,4,5.6730585,6.2084336
22721,1,6,10.133778,9.475152
22722,0,5,3.4583569,10.366347
22723,0,7,3.108827,10.334139
22724,9,0,8.399286,7.2289567
22725,2,7,4.9105005,8.66958
22726,6,2,6.745674,10.029033
22727,6,4,6.2867527,10.276471
22728,0,2,1.9713211,10.528731
22729,5,2,3.6338959,5.0975375
22730,8,7,5.5756354,5.572686
22731,2,5,3.7185616,6.288795
22732,1,2,10.436759,9.6763735
22733,6,2,6.196569,10.346142
22734,6,2,7.9244456,9.244038
22735,5,6,2.5629525,5.8519483
22736,6,8,6.457862,9.885461
22737,4,5,2.7937963,6.6331663
22738,7,2,1.3375202,6.967837
22739,0,7,4.4357634,9.861287
22740,0,4,1.7568054,10.305914
22741,4,7,2.962081,7.1013656
22742,9,5,7.1872697,5.9553494
22743,1,4,3.1079967,10.087843
22744,0,4,1.6934398,8.903688
22745,9,1,8.016905,8.232329
22746,5,6,2.5638304,5.141615
22747,2,1,5.283555,7.7364364
22748,4,3,3.3112078,7.7732177
22749,4,4,2.588863,7.8926344
22750,0,4,1.9914922,10.1873
22751,1,8,9.736432,9.834319
22752,5,6,1.6144418,6.167276
22753,6,9,7.303996,7.8459525
22754,3,1,6.0242534,7.254028
22755,7,2,2.474552,6.291713
22756,6,9,7.1642714,9.738661
22757,5,5,2.7647853,4.202292
22758,2,8,6.1764836,6.2977915
22759,3,3,5.295911,6.9345675
22760,9,8,8.571775,6.3647275
22761,7,3,2.1951728,5.688717
22762,6,1,6.858105,8.072892
22763,1,1,7.90662,10.960583
22764,0,6,2.5806963,9.297039
22765,2,4,3.8482935,8.6049795
22766,8,5,4.673204,5.3026567
22767,7,6,1.1322589,7.2354445
22768,7,3,2.9682782,8.237151
22769,9,0,8.374392,5.0536976
22770,8,2,2.7633245,9.561315
22771,2,5,4.2428265,6.553778
22772,4,7,4.214482,7.878439
22773,8,0,7.2229133,4.462242
22774,1,8,9.121191,9.696587
22775,8,5,4.6998878,5.682597
22776,2,8,5.7480063,7.805874
22777,2,0,6.3487945,6.750684
22778,7,3,2.0292413,5.6072354
22779,7,5,3.5909035,5.3464775
22780,0,2,2.9177504,9.872612
22781,8,2,2.972551,9.497205
22782,4,7,3.865561,6.4442115
22783,9,4,8.639318,6.140643
22784,9,8,7.8843455,6.0909586
22785,0,6,2.702881,10.741037
22786,7,6,5.440858,7.339059
22787,7,6,2.0296447,8.754759
22788,4,1,4.3393893,7.198728
22789,3,7,4.533769,7.2152495
22790,1,1,9.439216,9.870103
22791,6,8,8.761194,7.9216347
22792,4,7,4.4870687,7.9836855
22793,8,3,5.274496,4.9839783
22794,8,3,5.018277,5.9938045
22795,7,6,1.8162652,6.591957
22796,9,0,9.195421,6.9482884
22797,0,2,2.7434535,10.23545
22798,1,4,10.105717,9.76504
22799,2,0,4.6636176,7.3119903
22800,9,0,8.509165,4.813024
22801,1,6,9.717793,9.915516
22802,1,9,9.089771,9.806777
22803,3,2,5.6213646,5.8112574
22804,7,6,0.8513461,9.147323
22805,6,9,7.007238,9.692932
22806,2,7,3.4798894,8.799302
22807,6,9,6.965971,9.691694
22808,7,2,1.7635399,7.9049754
22809,2,3,4.0618033,6.52258
22810,4,2,4.248596,6.684741
22811,1,8,9.320934,8.9478
22812,0,7,2.283345,10.7038765
22813,7,8,7.581151,5.783898
22814,2,5,5.2729807,7.051919
22815,6,9,7.29437,8.835549
22816,2,1,6.6799517,8.34854
22817,6,1,7.530951,8.441597
22818,3,1,5.6766157,4.4719954
22819,8,5,3.370395,5.6078444
22820,6,4,5.6562853,9.710616
22821,2,7,4.496687,6.8101697
22822,2,1,7.0756054,7.4023695
22823,8,4,4.1349416,6.0463867
22824,2,1,6.8521495,7.708885
22825,4,4,3.019673,6.8487005
22826,0,3,3.956938,10.705131
22827,9,8,9.237697,6.380488
22828,7,6,1.6929977,5.9602656
22829,9,1,7.9317718,8.244074
22830,0,5,2.821335,10.750302
22831,0,2,2.1796749,10.589764
22832,0,3,0.8937106,9.667462
22833,1,1,8.954995,9.196279
22834,4,5,2.6562157,5.744703
22835,2,2,4.575052,9.447072
22836,0,6,1.3228811,10.377319
22837,7,4,0.71409667,10.174311
22838,0,4,0.87374544,9.729812
22839,0,6,2.0796232,10.383541
22840,5,5,2.9120424,5.0512486
22841,8,2,5.597211,5.177578
22842,8,3,4.4706154,5.535183
22843,8,2,5.0997114,8.496102
22844,8,0,7.9047036,4.334456
22845,0,2,2.1349487,9.633344
22846,0,7,2.6280355,9.791489
22847,8,0,8.16705,4.699975
22848,0,5,3.3286142,10.686662
22849,3,8,7.6282854,6.5022593
22850,3,3,6.348724,7.7164464
22851,3,3,4.7571106,4.583918
22852,1,7,8.265692,5.916597
22853,8,5,4.6752796,8.357827
22854,0,7,3.993068,10.230525
22855,4,3,3.4361143,7.1505985
22856,1,9,8.950063,9.776431
22857,7,4,0.59515005,7.543992
22858,9,0,8.8214,5.857237
22859,3,1,6.837324,7.834204
22860,7,6,1.2311815,6.836946
22861,4,3,2.9415367,6.8465643
22862,3,8,7.668345,5.8274703
22863,0,6,1.1256231,9.407626
22864,0,2,1.3115126,9.944237
22865,4,3,2.650379,6.5901985
22866,2,3,4.805224,6.8037806
22867,4,1,6.204293,6.640659
22868,8,3,6.148406,5.702599
22869,2,2,4.7050867,8.955209
22870,5,5,2.9782786,4.363821
22871,0,7,4.111675,10.400618
22872,7,6,1.7805066,7.38034
22873,8,0,6.8517265,4.546805
22874,8,2,5.0979,5.088543
22875,6,0,7.0558276,8.044438
22876,6,5,6.1077,9.624964
22877,8,2,5.1590075,5.0779715
22878,7,6,2.6555793,8.4161625
22879,2,5,5.1727095,7.9398904
22880,3,9,7.564358,7.3675637
22881,8,0,7.02591,5.6504803
22882,3,1,6.613986,7.083904
22883,2,7,4.401312,6.66613
22884,1,1,10.063023,9.801988
22885,7,6,1.4712108,7.4279656
22886,4,4,3.355158,7.3609986
22887,6,7,5.796812,9.572689
22888,9,8,7.3893027,5.737095
22889,4,6,3.8257794,6.973996
22890,4,5,3.7313232,6.0579104
22891,2,3,5.924908,6.096328
22892,6,7,5.4852357,9.540853
22893,5,5,2.434522,5.52055
22894,2,7,4.101602,9.536222
22895,4,5,2.934203,8.64386
22896,6,7,7.4586954,9.1081705
22897,0,2,3.9114954,10.28418
